id,class,reactants>reagents>production
RXN-19978,PWY-5292,[CH3:6][CH2:5][CH:4]1[CH:3]=[N+:7]2[CH2:8][CH2:9]/[C:10]3=[C:18](/[NH:17][C:16]4=[C:11]3[CH:12]=[CH:13][CH:14]=[CH:15]4)[C@:19]([C:20](=[O:21])[O:22][CH3:23])([CH2:24][O:25][C:26]([CH3:27])=[O:28])[C@H:2]1[CH2:1][CH2:29]2.[CH:30]1=[N+:31]([C@@H:32]2[O:33][C@H:34]([CH2:39][O:40][P:41]([O:42][P:43]([O:44][CH2:45][C@@H:46]3[C@@H:47]([OH:66])[C@@H:48]([O:61][P:62]([O-:63])([O-:64])=[O:65])[C@H:49]([N:50]4[C:51]5=[C:56]([C:55]([NH2:59])=[N:54][CH:53]=[N:52]5)/[N:57]=[CH:58]\4)[O:60]3)([O-:67])=[O:68])(=[O:69])[O-:70])[C@@H:35]([OH:38])[C@H:36]2[OH:37])[CH:71]=[C:73]([C:75](=[O:76])[NH2:77])[CH:72]=[CH:74]1>>[CH3:1][CH:2]=[C:3]1[C@@H:4]2[CH2:5][CH2:6][N+:7](=[CH:29]1)[CH2:8][CH2:9]/[C:10]1=[C:18](/[NH:17][C:16]3=[C:11]1[CH:12]=[CH:13][CH:14]=[CH:15]3)[C@:19]2([C:20](=[O:21])[O:22][CH3:23])[CH2:24][O:25][C:26]([CH3:27])=[O:28].[CH:30]1=[CH:74][CH2:73][C:72]([C:75](=[O:76])[NH2:77])=[CH:71][N:31]1[C@@H:32]1[O:33][C@H:34]([CH2:39][O:40][P:41]([O:42][P:43]([O:44][CH2:45][C@@H:46]2[C@@H:47]([OH:66])[C@@H:48]([O:61][P:62]([O-:63])([O-:64])=[O:65])[C@H:49]([N:50]3[C:51]4=[C:56]([C:55]([NH2:59])=[N:54][CH:53]=[N:52]4)/[N:57]=[CH:58]\3)[O:60]2)([O-:67])=[O:68])(=[O:69])[O-:70])[C@@H:35]([OH:38])[C@H:36]1[OH:37].[H+:78]
RXN18C3-40,PWY18C3-12,[CH3:1][CH:2]([CH3:3])[CH2:4][C:5](=[O:6])[O:7][C@H:8]1[C@H:9]([O:10][C:11]([CH:12]([CH3:13])[CH3:14])=[O:15])[C@@H:16]([OH:17])[C@@H:21]([O:26][C@:27]2([CH2:28][OH:29])[O:30][C@H:31]([CH2:32][OH:33])[C@@H:34]([OH:35])[C@@H:36]2[O:37][C:38](=[O:39])[CH2:40][CH:41]([CH3:42])[CH3:43])[O:22][C@@H:23]1[CH2:24][OH:25].[CH3:20][C:18](=[O:19])[S:59][CH2:58][CH2:57][NH:56][C:54](=[O:55])[CH2:53][CH2:52][NH:51][C:49](=[O:50])[C@H:47]([OH:48])[C:45]([CH3:46])([CH3:44])[CH2:60][O:61][P:62](=[O:63])([O:64][P:65](=[O:66])([O:67][CH2:68][C@@H:69]1[C@@H:73]([O:74][P:75]([O-:76])(=[O:77])[O-:78])[C@@H:72]([OH:79])[C@H:71]([N:80]2[C:81]3=[C:86]([C:85]([NH2:89])=[N:84][CH:83]=[N:82]3)/[N:87]=[CH:88]\2)[O:70]1)[O-:90])[O-:91]>>[CH3:1][CH:2]([CH3:3])[CH2:4][C:5](=[O:6])[O:7][C@H:8]1[C@H:9]([O:10][C:11]([CH:12]([CH3:13])[CH3:14])=[O:15])[C@@H:16]([O:17][C:18](=[O:19])[CH3:20])[C@@H:21]([O:26][C@:27]2([CH2:28][OH:29])[O:30][C@H:31]([CH2:32][OH:33])[C@@H:34]([OH:35])[C@@H:36]2[O:37][C:38](=[O:39])[CH2:40][CH:41]([CH3:42])[CH3:43])[O:22][C@@H:23]1[CH2:24][OH:25].[CH3:44][C:45]([CH3:46])([C@@H:47]([OH:48])[C:49](=[O:50])[NH:51][CH2:52][CH2:53][C:54](=[O:55])[NH:56][CH2:57][CH2:58][SH:59])[CH2:60][O:61][P:62](=[O:63])([O:64][P:65](=[O:66])([O:67][CH2:68][C@H:69]1[O:70][C@@H:71]([N:80]2[C:81]3=[C:86]([C:85]([NH2:89])=[N:84][CH:83]=[N:82]3)/[N:87]=[CH:88]\2)[C@H:72]([OH:79])[C@@H:73]1[O:74][P:75]([O-:76])(=[O:77])[O-:78])[O-:90])[O-:91]
RXN-8225,PWY-5301,[CH3:1][CH:2]=[C:3]1[C@@H:4]2[C@@H:5]([CH:6]=[O:7])[C@H:8]3[N:9]([C@@H:10]([CH2:11]2)[C:12]2=[C:20]([C:19]4=[C:14]([NH:13]2)[CH:15]=[CH:16][CH:17]=[CH:18]4)[CH2:21]3)[CH2:22]1>>[CH3:1][CH:2]=[C:3]1[C@H:4]2[C@@H:5]([CH:6]=[O:7])[C@H:8]3[N:9]([C@@H:10]([CH2:11]2)[C:12]2=[C:20]([C:19]4=[C:14]([NH:13]2)[CH:15]=[CH:16][CH:17]=[CH:18]4)[CH2:21]3)[CH2:22]1
RXN-13967,PWY-7256,[CH3:44][O:45][C:46]1=[CH:57][C:56](/C=C/C(=O)O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H:40]([CH2:41][OH:42])[O:43]2)=[CH:55][C:48]([O:53][CH3:54])=[C:47]1O.[CH2:1]([OH:2])[C@@H:3]1[C@@H:4]([OH:5])[C@H:6]([OH:7])[C@@H:8]([OH:9])[C@H:10]([O:12][C:13]2=[CH:30]C3=C([O-:59])C=C([O-:58])C=[C:27]3[O+:26]=[C:14]2[C:18]2=[CH:24][CH:23]=[C:21]([OH:22])[C:20]([OH:25])=[CH:19]2)[O:11]1.C(O)[C@@H]1[C@@H](O)[C@H:38]([OH:39])[C@@H](O)[C@H]([O:32][C:33]2=CC3=C([O-])[CH:28]=[C:29]([O-:31])C=C3[O+]=[C:17]2[C:16]2=[CH:49][CH:50]=[C:51]([OH:52])C(O)=[CH:15]2)O1.COC1=CC(/C=C/C(=O)O[C@H]2[C@H:34]([OH:35])[C@@H:36]([OH:37])[C@H](O)[C@@H](CO)O2)=CC(OC)=C1O>>[CH2:1]([OH:2])[C@@H:3]1[C@@H:4]([OH:5])[C@H:6]([OH:7])[C@@H:8]([OH:9])[C@H:10]([O:12]/[C:13]2=[CH:30]/[C:29]([O-:31])=[CH:28]\[C:27]3=[C:14]2[CH:15]=[C:16]([O:32][C@H:33]2[C@H:34]([OH:35])[C@@H:36]([OH:37])[C@H:38]([OH:39])[C@@H:40]([CH2:41][OH:42])[O:43]2)[C:17]([C:18]2=[CH:24][CH:23]=[C:21]([OH:22])[C:20]([OH:25])=[CH:19]2)=[O+:26]3)[O:11]1.[CH3:44][O:45][C:46]1=[C:51]([OH:52])[C:50]([O:53][CH3:54])=[CH:49][C:48](/[CH:55]=[CH:56]/[C:57]([O-:58])=[O:59])=[CH:47]1
RXN4FS-20,PWY4FS-17,[CH3:1][C:2](/[CH:3]=[CH:4]/[C@:5]1([OH:15])[C:6]([CH3:7])([CH3:8])[CH2:9][C:10](=[O:11])[CH:12]=[C:13]1[CH3:14])=[CH:16]/[CH:17]=[O:18]>>[CH3:1][C:2](/[CH:3]=[CH:4]/[C@:5]1([OH:15])[C:6]([CH3:7])([CH3:8])[CH2:9][C:10](=[O:11])[CH:12]=[C:13]1[CH3:14])=[CH:16]/[CH2:17][OH:18]
RXN-8444,PWY-5316,[CH2:1]([O:2][P:3]([O-:4])(=[O:5])[O-:6])[C@@H:7]1[C@@H:8]([OH:9])[C@@H:10]([OH:11])[C@H:12]([N+:16]2=[CH:17][C:18]([C:19](=[O:21])[O-:20])=[CH:22][CH:23]=[CH:15]2)[O:14]1.[OH2:13]>>[CH2:1]([O:2][P:3]([O-:4])(=[O:5])[O-:6])[C@@H:7]1[C@@H:8]([OH:9])[C@@H:10]([OH:11])[CH:12]([OH:13])[O:14]1.[CH:15]1=[CH:23][CH:22]=[C:18]([C:19]([O-:20])=[O:21])[CH:17]=[N:16]1.[H+:24]
RXN-12412,PWY-5942,[CH3:1][C:2]([CH3:3])=[CH:4][CH2:5][CH2:6]/[C:7]([CH3:8])=[CH:9]\[CH:10]=[CH:11]\[C:12]([CH3:13])=[CH:14]/[CH:15]=[CH:16]/[C:17]([CH3:18])=[CH:19]/[CH:20]=[CH:21]/[CH:22]=[C:23]([CH3:24])/[CH:25]=[CH:26]/[CH:27]=[C:28](\[CH3:29])[CH2:30][CH2:31]/[CH:32]=[C:33](\[CH3:34])[CH2:35][CH2:36][CH:37]=[C:38]([CH3:39])[CH3:40]>>[CH3:1][C:2]([CH3:3])=[CH:4][CH2:5][CH2:6]/[C:7]([CH3:8])=[CH:9]\[CH:10]=[CH:11]\[C:12]([CH3:13])=[CH:14]/[CH:15]=[CH:16]/[C:17]([CH3:18])=[CH:19]/[CH:20]=[CH:21]/[CH:22]=[C:23]([CH3:24])/[CH:25]=[CH:26]/[CH:27]=[C:28]([CH3:29])/[CH:30]=[CH:31]/[CH:32]=[C:33](\[CH3:34])[CH2:35][CH2:36][CH:37]=[C:38]([CH3:39])[CH3:40]
RXN-12598,PWY-6887,[CH3:56][C@@:70]1([CH:71]=[O:49])[CH2:54][CH2:53][CH2:52][C@@:51]2([CH3:50])[CH:60]3[CH2:61][CH2:62][C@@H:63]4[CH2:64][C@@:59]3([CH2:58][CH2:57][CH:55]12)[CH2:66][CH:65]4[C:67]([O-:68])=[O:69].[CH:1]1=[CH:2][CH2:3][C:4]([C:5](=[O:6])[NH2:7])=[CH:8][N:9]1[C@@H:10]1[O:11][C@H:12]([CH2:17][O:18][P:19]([O:20][P:21]([O:22][CH2:23][C@@H:24]2[C@@H:25]([OH:44])[C@@H:26]([O:39][P:40]([O-:41])([O-:42])=[O:43])[C@H:27]([N:28]3[C:29]4=[C:34]([C:33]([NH2:37])=[N:32][CH:31]=[N:30]4)/[N:35]=[CH:36]\3)[O:38]2)([O-:45])=[O:46])(=[O:47])[O-:48])[C@@H:13]([OH:16])[C@H:14]1[OH:15].[O:72]=[O:73]>>[CH:1]1=[N+:9]([C@@H:10]2[O:11][C@H:12]([CH2:17][O:18][P:19]([O:20][P:21]([O:22][CH2:23][C@@H:24]3[C@@H:25]([OH:44])[C@@H:26]([O:39][P:40]([O-:41])([O-:42])=[O:43])[C@H:27]([N:28]4[C:29]5=[C:34]([C:33]([NH2:37])=[N:32][CH:31]=[N:30]5)/[N:35]=[CH:36]\4)[O:38]3)([O-:45])=[O:46])(=[O:47])[O-:48])[C@@H:13]([OH:16])[C@H:14]2[OH:15])[CH:8]=[C:4]([C:5](=[O:6])[NH2:7])[CH:3]=[CH:2]1.[OH2:49].[CH3:50][C:51]12[CH2:52][CH2:53][CH2:54][C:55]([CH3:70])([C:71]([O-:72])=[O:73])[CH:56]1[CH2:57][CH2:58][C:59]13[CH:60]2[CH2:61][CH2:62][CH:63]([CH2:64]1)[CH:65]([C:67]([O-:68])=[O:69])[CH2:66]3
RXN18C3-49,PWY18C3-12,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][C:12]([O:13][C@@H:14]1[C@@H:15]([OH:16])[C@@H:17]([O:30][C@:31]2([CH2:32][OH:33])[O:34][C@H:35]([CH2:36][OH:37])[C@@H:38]([OH:39])[C@@H:40]2[OH:41])[O:18][C@H:19]([CH2:20][OH:21])[C@H:22]1[O:23][C:24](=[O:25])[CH2:26][CH:27]([CH3:28])[CH3:29])=[O:47].[CH3:46][CH:44]([C:42]([S:63][CH2:62][CH2:61][NH:60][C:58](=[O:59])[CH2:57][CH2:56][NH:55][C:53](=[O:54])[C@H:51]([OH:52])[C:49]([CH3:48])([CH3:50])[CH2:64][O:65][P:66](=[O:67])([O:68][P:69](=[O:70])([O:71][CH2:72][C@@H:73]1[C@@H:77]([O:78][P:79]([O-:80])(=[O:81])[O-:82])[C@@H:76]([OH:83])[C@H:75]([N:84]2[C:85]3=[C:90]([C:89]([NH2:93])=[N:88][CH:87]=[N:86]3)/[N:91]=[CH:92]\2)[O:74]1)[O-:94])[O-:95])=[O:43])[CH3:45]>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][C:12]([O:13][C@@H:14]1[C@@H:15]([OH:16])[C@@H:17]([O:30][C@:31]2([CH2:32][OH:33])[O:34][C@H:35]([CH2:36][OH:37])[C@@H:38]([OH:39])[C@@H:40]2[O:41][C:42](=[O:43])[CH:44]([CH3:45])[CH3:46])[O:18][C@H:19]([CH2:20][OH:21])[C@H:22]1[O:23][C:24](=[O:25])[CH2:26][CH:27]([CH3:28])[CH3:29])=[O:47].[CH3:48][C:49]([CH3:50])([C@@H:51]([OH:52])[C:53](=[O:54])[NH:55][CH2:56][CH2:57][C:58](=[O:59])[NH:60][CH2:61][CH2:62][SH:63])[CH2:64][O:65][P:66](=[O:67])([O:68][P:69](=[O:70])([O:71][CH2:72][C@H:73]1[O:74][C@@H:75]([N:84]2[C:85]3=[C:90]([C:89]([NH2:93])=[N:88][CH:87]=[N:86]3)/[N:91]=[CH:92]\2)[C@H:76]([OH:83])[C@@H:77]1[O:78][P:79]([O-:80])(=[O:81])[O-:82])[O-:94])[O-:95]
RXN-8535,PWY-5422,[H+].[CH2:1]=[CH:2][C@:3]1([CH3:4])[CH2:5]/[C:6]2=[CH:21]\[CH2:20][C@@H:19]3[C@@:10]([CH3:11])([C@H:7]2[CH2:8][CH2:9]1)[CH2:12][CH2:13][CH2:14][C:15]3([CH3:18])[CH3:16].[CH:22]1=[CH:23][CH2:24][C:25]([C:26](=[O:27])[NH2:28])=[CH:29][N:30]1[C@@H:31]1[O:32][C@H:33]([CH2:38][O:39][P:40]([O:41][P:42]([O:43][CH2:44][C@@H:45]2[C@@H:46]([OH:65])[C@@H:47]([O:60][P:61]([O-:62])([O-:63])=[O:64])[C@H:48]([N:49]3[C:50]4=[C:55]([C:54]([NH2:58])=[N:53][CH:52]=[N:51]4)/[N:56]=[CH:57]\3)[O:59]2)([O-:66])=[O:67])(=[O:68])[O-:69])[C@@H:34]([OH:37])[C@H:35]1[OH:36].[O:70]=[O:17]>>[CH2:1]=[CH:2][C@:3]1([CH3:4])[CH2:5]/[C:6]2=[CH:21]\[CH2:20][CH:19]3[C@@:10]([CH3:11])([C@H:7]2[CH2:8][CH2:9]1)[CH2:12][CH2:13][CH2:14][C@:15]3([CH2:16][OH:17])[CH3:18].[CH:22]1=[N+:30]([C@@H:31]2[O:32][C@H:33]([CH2:38][O:39][P:40]([O:41][P:42]([O:43][CH2:44][C@@H:45]3[C@@H:46]([OH:65])[C@@H:47]([O:60][P:61]([O-:62])([O-:63])=[O:64])[C@H:48]([N:49]4[C:50]5=[C:55]([C:54]([NH2:58])=[N:53][CH:52]=[N:51]5)/[N:56]=[CH:57]\4)[O:59]3)([O-:66])=[O:67])(=[O:68])[O-:69])[C@@H:34]([OH:37])[C@H:35]2[OH:36])[CH:29]=[C:25]([C:26](=[O:27])[NH2:28])[CH:24]=[CH:23]1.[OH2:70]
4.2.3.19-RXN,PWY-5053,[CH3:15]/[C:11]([CH2:16][CH2:17][C@H:18]1[C@:14]2([CH3:13])[CH2:24][CH2:23][CH2:22][C:19]([CH3:12])([CH3:21])[C@H:27]2[CH2:28][CH2:29][C:25]1=[CH2:26])=[CH:10]\[CH2:20][O:3][P:2]([O-:9])(=[O:1])[O:4][P:5]([O-:6])([O-:7])=[O:8]>>[O:1]=[P:2]([OH:3])([O:4][P:5]([O-:6])([O-:7])=[O:8])[O-:9].[CH2:10]=[C:11]1[C@H:12]2[CH2:13][C@:14]3([CH2:15]1)[CH2:16][CH2:17][C@@H:18]1[C:19]([CH3:20])([CH3:21])[CH2:22][CH2:23][CH2:24][C@@:25]1([CH3:26])[C@@H:27]3[CH2:28][CH2:29]2
RXN-1142,PWYQT-4475,[CH3:1][O:2][C:3]1=[CH:13][C:8](/[CH:9]=[CH:10]/[CH:11]=[O:12])=[CH:7][CH:6]=[C:4]1[OH:5].[O:15]=[O:14]>>[CH3:1][O:2][C:3]1=[CH:13][C:8](/[CH:9]=[CH:10]/[CH:11]=[O:12])=[CH:7][C:6]([OH:14])=[C:4]1[OH:5].[OH2:15]
RXN-4823,PWY-2961,[CH3:15][C:10]([CH3:11])=[CH:9][CH2:8][CH2:7]/[C:6]([CH3:12])=[CH:5]\[CH2:13][CH2:14]/[C:3]([CH3:4])=[CH:2]\[CH2:1][O:18][P:17]([O:19][P:20]([O-:21])(=[O:23])[O-:22])(=[O:16])[O-:24]>>[CH2:1]=[C:2]([C@@H:3]1[CH2:4][C@@:5]2([C@H:6]([CH3:12])[CH2:7][CH2:8][CH:9]=[C:10]2[CH3:11])[CH2:13][CH2:14]1)[CH3:15].[O:16]=[P:17]([OH:18])([O:19][P:20]([O-:21])([O-:22])=[O:23])[O-:24]
RXN-19633,PWY-6326,[CH2:1]=[CH:2][C@@H:3]1[C@H:4]2[C:5](=[CH:24][O:25][C@H:26]1[O:27][C@H:28]1[C@H:29]([OH:30])[C@@H:31]([OH:32])[C@H:33]([OH:34])[C@@H:35]([CH2:36][OH:37])[O:38]1)[C:6](=[O:7])[N:8]1[C@@H:9]([CH2:10]2)[C:11]2=[C:16]([C:15]3=[CH:20][CH:21]=[CH:22][CH:23]=[C:14]3[NH:13]2)[CH2:18][CH2:19]1.[O:12]=[O:17]>>[CH2:1]=[CH:2][C@@H:3]1[C@H:4]2[C:5](=[CH:24][O:25][C@H:26]1[O:27][C@H:28]1[C@H:29]([OH:30])[C@@H:31]([OH:32])[C@H:33]([OH:34])[C@@H:35]([CH2:36][OH:37])[O:38]1)[C:6](=[O:7])[N:8]1[C@@H:9]([CH2:10]2)[C:11](=[O:12])[NH:13][C:14]2=[CH:23][CH:22]=[CH:21][CH:20]=[C:15]2[C:16](=[O:17])[CH2:18][CH2:19]1
RXN18C3-36,PWY18C3-12,[CH3:1][CH2:2][CH:3]([CH3:4])[C:5]([O:6][C@@H:7]1[C@@H:8]([OH:9])[C@@H:13]([O:26][C@:27]2([CH2:28][OH:29])[O:30][C@H:31]([CH2:32][OH:33])[C@@H:34]([OH:35])[C@@H:36]2[O:37][C:38](=[O:39])[CH2:40][CH:41]([CH3:42])[CH3:43])[O:14][C@H:15]([CH2:16][OH:17])[C@H:18]1[O:19][C:20](=[O:21])[CH2:22][CH:23]([CH3:24])[CH3:25])=[O:44].[CH3:12][C:10](=[O:11])[S:60][CH2:59][CH2:58][NH:57][C:55](=[O:56])[CH2:54][CH2:53][NH:52][C:50](=[O:51])[C@H:48]([OH:49])[C:46]([CH3:45])([CH3:47])[CH2:61][O:62][P:63](=[O:64])([O:65][P:66](=[O:67])([O:68][CH2:69][C@@H:70]1[C@@H:74]([O:75][P:76]([O-:77])(=[O:78])[O-:79])[C@@H:73]([OH:80])[C@H:72]([N:81]2[C:82]3=[C:87]([C:86]([NH2:90])=[N:85][CH:84]=[N:83]3)/[N:88]=[CH:89]\2)[O:71]1)[O-:91])[O-:92]>>[CH3:1][CH2:2][CH:3]([CH3:4])[C:5]([O:6][C@@H:7]1[C@@H:8]([O:9][C:10](=[O:11])[CH3:12])[C@@H:13]([O:26][C@:27]2([CH2:28][OH:29])[O:30][C@H:31]([CH2:32][OH:33])[C@@H:34]([OH:35])[C@@H:36]2[O:37][C:38](=[O:39])[CH2:40][CH:41]([CH3:42])[CH3:43])[O:14][C@H:15]([CH2:16][OH:17])[C@H:18]1[O:19][C:20](=[O:21])[CH2:22][CH:23]([CH3:24])[CH3:25])=[O:44].[CH3:45][C:46]([CH3:47])([C@@H:48]([OH:49])[C:50](=[O:51])[NH:52][CH2:53][CH2:54][C:55](=[O:56])[NH:57][CH2:58][CH2:59][SH:60])[CH2:61][O:62][P:63](=[O:64])([O:65][P:66](=[O:67])([O:68][CH2:69][C@H:70]1[O:71][C@@H:72]([N:81]2[C:82]3=[C:87]([C:86]([NH2:90])=[N:85][CH:84]=[N:83]3)/[N:88]=[CH:89]\2)[C@H:73]([OH:80])[C@@H:74]1[O:75][P:76]([O-:77])(=[O:78])[O-:79])[O-:91])[O-:92]
RXN-4504,PWY-2761,[CH:1]1=[C:2]([OH:3])[CH:4]=[C:5]([OH:6])[C:7]([C@H:8]2[C@@H:9]([OH:19])[C:10]3=[C:11]([CH:14]=[C:15]([OH:16])[CH:17]=[CH:18]3)[O:12][CH2:13]2)=[CH:20]1.[CH:21]1=[N+:22]([C@@H:23]2[O:24][C@H:25]([CH2:30][O:31][P:32]([O:33][P:34]([O:35][CH2:36][C@@H:37]3[C@@H:38]([OH:57])[C@@H:39]([O:52][P:53]([O-:54])([O-:55])=[O:56])[C@H:40]([N:41]4[C:42]5=[C:47]([C:46]([NH2:50])=[N:45][CH:44]=[N:43]5)/[N:48]=[CH:49]\4)[O:51]3)([O-:58])=[O:59])(=[O:60])[O-:61])[C@@H:26]([OH:29])[C@H:27]2[OH:28])[CH:62]=[C:63]([C:66](=[O:67])[NH2:68])[CH:64]=[CH:65]1>>[CH:1]1=[CH:20][C:7]([C@H:8]2[C:9](=[O:19])[C:10]3=[CH:18][CH:17]=[C:15]([OH:16])[CH:14]=[C:11]3[O:12][CH2:13]2)=[C:5]([OH:6])[CH:4]=[C:2]1[OH:3].[CH:21]1=[CH:65][CH2:64][C:63]([C:66](=[O:67])[NH2:68])=[CH:62][N:22]1[C@@H:23]1[O:24][C@H:25]([CH2:30][O:31][P:32]([O:33][P:34]([O:35][CH2:36][C@@H:37]2[C@@H:38]([OH:57])[C@@H:39]([O:52][P:53]([O-:54])([O-:55])=[O:56])[C@H:40]([N:41]3[C:42]4=[C:47]([C:46]([NH2:50])=[N:45][CH:44]=[N:43]4)/[N:48]=[CH:49]\3)[O:51]2)([O-:58])=[O:59])(=[O:60])[O-:61])[C@@H:26]([OH:29])[C@H:27]1[OH:28].[H+:69]
RXN-13647,PWY-6418,[CH:1]1=[CH:23]\[C:22]2=[C:4](\[CH:3]=[CH:2]/1)[O:5][C:6](=[O:11])[CH:7]=[C:21]2[OH:24].[CH2:8]=[O:26]>>[CH:1]1=[CH:23]\[C:22]2=[C:4](\[CH:3]=[CH:2]/1)[O:5][C:6](=[O:25])[C:7]([CH2:8][C:9]1=[C:14]([OH:15])[C:13]3=[CH:16][CH:17]=[CH:18][CH:19]=[C:12]3[O:11][C:10]1=[O:20])=[C:21]2[OH:24].[OH2:26]
2.8.2.26-RXN,PWY-6199,[CH:29]1=[CH:57][C:56]([OH:58])=[C:50]([OH:25])[CH:49]=[C:30]1[C:31]1=[C:36]([O:37][S:38](=[O:39])(=[O:40])[O-:41])[C:35](=[O:42])[C:34]2=[C:43]([OH:48])[CH:44]=[C:45]([O-:47])[CH:46]=[C:33]2[O:32]1.[CH2:1]([C@@H:2]1[C@@H:3]([O:18][P:19](=[O:20])([O-:21])[O-:22])[C@@H:4]([OH:17])[C@H:5]([N:6]2[C:7]3=[C:12]([C:11]([NH2:15])=[N:10][CH:9]=[N:8]3)/[N:13]=[CH:14]\2)[O:16]1)[O:23][P:24]([O:51][S:52]([O-:54])(=[O:53])=[O:55])([O-:26])=[O:27]>>[CH2:1]([C@@H:2]1[C@@H:3]([O:18][P:19](=[O:20])([O-:21])[O-:22])[C@@H:4]([OH:17])[C@H:5]([N:6]2[C:7]3=[C:12]([C:11]([NH2:15])=[N:10][CH:9]=[N:8]3)/[N:13]=[CH:14]\2)[O:16]1)[O:23][P:24]([O-:25])([O-:26])=[O:27].[H+:28].[CH:29]1=[CH:57][C:56]([OH:58])=[C:50]([O:51][S:52](=[O:53])([O-:54])=[O:55])[CH:49]=[C:30]1[C:31]1=[C:36]([O:37][S:38](=[O:39])(=[O:40])[O-:41])[C:35](=[O:42])[C:34]2=[C:43]([OH:48])[CH:44]=[C:45]([O-:47])[CH:46]=[C:33]2[O:32]1
RXN-19591,PWY-2821,[CH2:6]([S:7]/[C:8]([CH2:9][C:10]1=[CH:15][CH:14]=[CH:13][CH:12]=[CH:11]1)=[N:16]/[OH:17])[C@H:4]([NH3+:5])[C:1](=[O:2])[NH:19][CH2:18][C:20](=[O:22])[O-:21].[OH2:3]>>[C:1](=[O:2])([O-:3])[C@@H:4]([NH3+:5])[CH2:6][S:7]/[C:8]([CH2:9][C:10]1=[CH:15][CH:14]=[CH:13][CH:12]=[CH:11]1)=[N:16]/[OH:17].[CH2:18]([NH3+:19])[C:20]([O-:21])=[O:22]
RXN-8056,PWY-5195,[CH3:7]/[C:6]1=[CH:10]\[C@H:11]2[C@@H:3]([CH2:4][CH2:5]1)[C@H:2]([CH3:1])[CH2:14][CH2:13][C@H:12]2[C@H:15]([C:16]([O-:17])=[O:18])[CH3:19].[O:8]=[O:9]>>[CH3:1][C@H:2]1[C@@H:3]2[CH2:4][CH2:5][C:6]([CH3:7])([O:8][OH:9])[CH:10]=[C:11]2[C@H:12]([C@H:15]([C:16]([O-:17])=[O:18])[CH3:19])[CH2:13][CH2:14]1
RXN-8030,PWY-5175,[CH3:1][C:2](/[CH:3]=[CH:4]/[CH:5]=[C:6]([CH3:7])/[CH:8]=[CH:31]/[C@H:32]1[C:33]([CH3:34])=[CH:35][CH2:36][CH2:37][C:38]1([CH3:39])[CH3:40])=[CH:19]\[CH:20]=[CH:21]\[CH:22]=[C:23]([CH3:24])\[CH:25]=[CH:26]\[CH:27]=[C:28]([CH3:29])\[CH:30]=[CH:9]\[C@@H:10]1[C:11]([CH3:12])([CH3:13])[CH2:14][CH2:15][CH:16]=[C:17]1[CH3:18].[O:42]=[O:41]>>[CH3:1][C:2](/[CH:3]=[CH:4]/[CH:5]=[C:6]([CH3:7])/[CH:8]=[CH:9]/[C@@H:10]1[C:11]([CH3:12])([CH3:13])[CH2:14][CH2:15][CH:16]=[C:17]1[CH3:18])=[CH:19]\[CH:20]=[CH:21]\[CH:22]=[C:23]([CH3:24])\[CH:25]=[CH:26]\[CH:27]=[C:28]([CH3:29])\[CH:30]=[CH:31]\[C@H:32]1[C:33]([CH3:34])=[CH:35][C@H:36]([OH:41])[CH2:37][C:38]1([CH3:39])[CH3:40].[OH2:42]
RXN-19715,PWY4FS-17,[CH3:1][C:2](/[CH:3]=[CH:4]/[C@:5]1([OH:6])[C:7]([CH3:8])([CH3:9])[CH2:10][C:11](=[O:12])[CH:13]=[C:14]1[CH3:15])=[CH:16]\[CH:17]=[O:18].[O:19]=[O:20]>>[CH3:1][C:2](/[CH:3]=[CH:4]/[C@:5]1([OH:6])[C:7]([CH3:8])([CH3:9])[CH2:10][C:11](=[O:12])[CH:13]=[C:14]1[CH3:15])=[CH:16]\[C:17](=[O:18])[O-:19].[OH2:20].[H+:21]
