Epoch,Global Step,Loss,NLL-Loss,Arc-Loss,Brc-Loss,Align-Loss
264,66400,3765.3645,718.5481,93.7646,142.3312,2810.7207
265,66600,3756.6278,717.9437,90.3918,134.8747,2813.4177
266,66800,3757.4256,721.2423,87.5077,135.2235,2813.4522
266,67000,3684.604,705.6913,87.7367,134.1995,2756.9765
267,67200,3706.2665,707.1024,90.4659,137.5312,2771.1669
268,67400,3760.2789,719.9121,88.8292,135.4826,2816.055
269,67600,3715.0434,712.861,86.208,132.7004,2783.274
270,67800,3768.0936,720.9684,90.0562,135.9372,2821.1319
270,68000,3710.2228,709.3056,87.3458,132.5101,2781.0613
271,68200,3764.3718,720.7658,88.0755,131.1382,2824.3923
272,68400,3699.0858,709.0197,86.3082,132.2644,2771.4935
273,68600,3756.0504,721.2102,89.0437,133.7256,2812.0709
274,68800,3755.6112,719.4923,90.5326,138.3797,2807.2066
274,69000,3731.0153,712.5451,89.4416,135.7104,2793.3183
275,69200,3761.2205,721.947,87.321,129.1541,2822.7984
276,69400,3743.8151,715.5723,88.776,134.0346,2805.4322
277,69600,3726.1899,715.0773,87.3859,135.2739,2788.4528
278,69800,3781.5366,720.4322,90.2982,134.9965,2835.8097
278,70000,3727.4256,712.2801,85.283,132.0974,2797.7652
279,70200,3724.1594,715.1403,86.9963,130.5747,2791.4482
280,70400,3769.2051,721.574,86.5332,132.3683,2828.7296
281,70600,3680.3234,705.2052,88.663,134.3088,2752.1464
282,70800,3724.8004,712.6879,83.9046,128.1631,2800.0448
282,71000,3715.9444,715.1059,84.4398,129.0161,2787.3826
283,71200,3726.6327,710.9374,89.2113,136.1473,2790.3366
284,71400,3704.3063,711.481,85.2881,126.5546,2780.9825
285,71600,3729.9752,714.1588,87.2973,132.6579,2795.8613
285,71800,3706.5894,709.7343,89.1509,134.19,2773.5143
286,72000,3752.5549,719.5243,87.8976,135.4652,2809.6679
287,72200,3718.9899,711.2843,89.414,132.8371,2785.4546
288,72400,3759.4991,721.956,87.505,134.231,2815.8071
289,72600,3694.1257,707.3131,88.0281,132.5555,2766.229
289,72800,3719.751,713.7872,83.9672,125.5676,2796.429
290,73000,3707.1075,712.4389,85.3219,128.969,2780.3777
291,73200,3731.9784,715.9498,82.2532,127.1195,2806.6559
292,73400,3764.9743,719.4809,86.9591,127.5708,2830.9635
293,73600,3690.35,706.9502,87.8867,132.6122,2762.9008
293,73800,3716.9229,714.2857,85.5122,127.1015,2790.0235
294,74000,3741.4468,715.6031,86.2259,130.8492,2808.7686
295,74200,3785.7134,722.3231,86.7751,133.3194,2843.2958
296,74400,3687.2797,711.5827,87.5138,132.2271,2755.956
297,74600,3718.4843,714.5525,82.6925,126.9812,2794.258
297,74800,3719.1171,715.6876,84.7153,126.2017,2792.5125
298,75000,3733.4007,714.8162,83.9024,127.1113,2807.5708
